timestamp,switch_dpid,in_port,eth_src,eth_dst,eth_type,protocol,src_ip,dst_ip,src_port,dst_port,length,tcp_flags,ttl,icmp_type
14:41:41.419,0000000000000002,2,0a:58:f9:f0:98:81,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::16,,,90,,,143
14:41:41.421,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::16,,,90,,,143
14:41:41.421,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:02,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::2,,,70,,,133
14:41:41.422,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::16,,,90,,,143
14:41:41.468,0000000000000001,2,a6:7f:b8:d7:e3:82,33:33:00:00:00:fb,0x86dd,UDP,fe80::a47f:b8ff:fed7:e382,ff02::fb,5353,5353,219,,,
14:41:41.480,0000000000000002,1,6a:d7:99:60:36:21,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::68d7:99ff:fe60:3621,ff02::16,,,90,,,143
14:41:41.483,0000000000000003,2,6a:d7:99:60:36:21,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::68d7:99ff:fe60:3621,ff02::16,,,90,,,143
14:41:41.484,0000000000000001,2,6a:d7:99:60:36:21,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::68d7:99ff:fe60:3621,ff02::16,,,90,,,143
14:41:41.537,0000000000000003,2,36:93:1a:6e:8e:fe,33:33:00:00:00:fb,0x86dd,UDP,fe80::3493:1aff:fe6e:8efe,ff02::fb,5353,5353,219,,,
14:41:41.601,0000000000000002,3,76:0c:2d:7a:aa:ff,33:33:00:00:00:fb,0x86dd,UDP,fe80::740c:2dff:fe7a:aaff,ff02::fb,5353,5353,219,,,
14:41:41.604,0000000000000001,2,76:0c:2d:7a:aa:ff,33:33:00:00:00:fb,0x86dd,UDP,fe80::740c:2dff:fe7a:aaff,ff02::fb,5353,5353,219,,,
14:41:41.606,0000000000000002,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,219,,,
14:41:41.607,0000000000000001,2,a6:7f:b8:d7:e3:82,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::a47f:b8ff:fed7:e382,ff02::16,,,90,,,143
14:41:41.609,0000000000000001,2,a6:7f:b8:d7:e3:82,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::a47f:b8ff:fed7:e382,ff02::16,,,110,,,143
14:41:41.609,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,219,,,
14:41:41.668,0000000000000001,2,a6:7f:b8:d7:e3:82,33:33:00:00:00:fb,0x86dd,UDP,fe80::a47f:b8ff:fed7:e382,ff02::fb,5353,5353,207,,,
14:41:41.736,0000000000000001,1,46:3a:0b:c3:be:32,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::443a:bff:fec3:be32,ff02::16,,,90,,,143
14:41:41.739,0000000000000002,2,46:3a:0b:c3:be:32,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::443a:bff:fec3:be32,ff02::16,,,90,,,143
14:41:41.742,0000000000000003,2,46:3a:0b:c3:be:32,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::443a:bff:fec3:be32,ff02::16,,,90,,,143
14:41:41.787,0000000000000003,2,36:93:1a:6e:8e:fe,33:33:00:00:00:fb,0x86dd,UDP,fe80::3493:1aff:fe6e:8efe,ff02::fb,5353,5353,219,,,
14:41:41.851,0000000000000002,3,76:0c:2d:7a:aa:ff,33:33:00:00:00:fb,0x86dd,UDP,fe80::740c:2dff:fe7a:aaff,ff02::fb,5353,5353,219,,,
14:41:41.854,0000000000000001,2,76:0c:2d:7a:aa:ff,33:33:00:00:00:fb,0x86dd,UDP,fe80::740c:2dff:fe7a:aaff,ff02::fb,5353,5353,219,,,
14:41:41.856,0000000000000002,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,219,,,
14:41:41.858,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,219,,,
14:41:41.928,0000000000000003,2,36:93:1a:6e:8e:fe,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::3493:1aff:fe6e:8efe,ff02::16,,,90,,,143
14:41:41.930,0000000000000003,2,36:93:1a:6e:8e:fe,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::3493:1aff:fe6e:8efe,ff02::16,,,110,,,143
14:41:41.987,0000000000000003,2,36:93:1a:6e:8e:fe,33:33:00:00:00:fb,0x86dd,UDP,fe80::3493:1aff:fe6e:8efe,ff02::fb,5353,5353,207,,,
14:41:42.052,0000000000000002,3,76:0c:2d:7a:aa:ff,33:33:00:00:00:fb,0x86dd,UDP,fe80::740c:2dff:fe7a:aaff,ff02::fb,5353,5353,207,,,
14:41:42.055,0000000000000002,2,0a:58:f9:f0:98:81,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::16,,,90,,,143
14:41:42.056,0000000000000001,2,76:0c:2d:7a:aa:ff,33:33:00:00:00:fb,0x86dd,UDP,fe80::740c:2dff:fe7a:aaff,ff02::fb,5353,5353,207,,,
14:41:42.058,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::16,,,90,,,143
14:41:42.108,0000000000000002,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,219,,,
14:41:42.111,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,219,,,
14:41:42.308,0000000000000002,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,207,,,
14:41:42.311,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:fb,0x86dd,UDP,fe80::858:f9ff:fef0:9881,ff02::fb,5353,5353,207,,,
14:41:42.312,0000000000000002,2,0a:58:f9:f0:98:81,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::16,,,110,,,143
14:41:42.315,0000000000000003,2,0a:58:f9:f0:98:81,33:33:00:00:00:16,0x86dd,ICMPv6,fe80::858:f9ff:fef0:9881,ff02::16,,,110,,,143
14:41:42.807,0000000000000001,2,a6:7f:b8:d7:e3:82,33:33:00:00:00:fb,0x86dd,UDP,fe80::a47f:b8ff:fed7:e382,ff02::fb,5353,5353,207,,,
14:41:43.127,0000000000000003,2,36:93:1a:6e:8e:fe,33:33:00:00:00:fb,0x86dd,UDP,fe80::3493:1aff:fe6e:8efe,ff02::fb,5353,5353,207,,,
14:41:43.191,0000000000000002,3,76:0c:2d:7a:aa:ff,33:33:00:00:00:fb,0x86dd,UDP,fe80::740c:2dff:fe7a:aaff,ff02::fb,5353,5353,207,,,
